北京大禹汇智科技有限公司,大禹汇智,50-150人,不需要融资,海淀区,java高级开发工程师,3-5年,本科,12k-24k,行业前景好，期权股票激励，福利待遇好
奥琦玮信息科技（北京）有限公司,奥琦玮,500-2000人,C轮,海淀区,JAVA开发工程师,5-10年,本科,25k-40k,发展空间大
北京君禾世纪科技有限公司,君禾世纪,500-2000人,不需要融资,朝阳区,资深java开发工程师,5-10年,本科,30k-60k,班车 弹性工时 战略产品 竞争力的薪资
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,高级Java开发工程师,5-10年,本科,25k-50k,核心项目、教育+游戏朝阳产业
北京思维造物信息科技股份有限公司,思维造物,150-500人,D轮及以上,朝阳区,Java开发工程师,3-5年,本科,30k-60k,"弹性工作,氛围轻松,补充医疗,定期体检"
北大医疗信息技术有限公司,北大医信,500-2000人,不需要融资,朝阳区,Java高级开发工程师,5-10年,本科,20k-30k,"五险一金,商业保险,年底奖金,定期体检"
北大医疗信息技术有限公司,北大医信,500-2000人,不需要融资,海淀区,java开发工程师,1-3年,本科,10k-20k,"六险一金,餐补,通讯补助,年终奖"
北京默契破冰科技有限公司,玩吧,150-500人,B轮,东城区,java开发工程师,3-5年,本科,25k-35k,平台稳定，高成长性
中博润达网络科技（成都）有限公司,中博润达,15-50人,未融资,朝阳区,游戏 前端实习 Android java初中级,不限,大专,15k-30k,发展好 培训 奖金高
北京华夏乐游科技股份有限公司,华夏乐游,150-500人,不需要融资,海淀区,java开发工程师,3-5年,本科,18k-25k,薪资待遇 发展前景
北京华夏乐游科技股份有限公司,华夏乐游,150-500人,不需要融资,海淀区,高级java开发工程师,3-5年,本科,25k-35k,绩效奖金 国外旅游
深圳市雪球科技有限公司,雪球科技,50-150人,B轮,朝阳区,高级Java开发工程师,3-5年,本科,18k-23k,六险一金，绩效，年终奖，下午茶，年轻团队
深圳市雪球科技有限公司,雪球科技,50-150人,B轮,朝阳区,Java开发工程师,3-5年,大专,12k-24k,六险一金，年度体检，年轻团队
百度在线网络技术（北京）有限公司,百度,2000人以上,上市公司,海淀区,Java交付研发工程师,5-10年,本科,20k-40k,五险一金全额 大平台 饭补 牛人多
珠海今日要点网络科技有限公司,今日要点,50-150人,不需要融资,朝阳区,java高级开发工程师,5-10年,本科,15k-30k,工作餐，五险一金，周末双休
宁波亿发展电子商务集团有限公司,亿发展电子商务,2000人以上,不需要融资,东城区,Java开发工程师（OMS、TMS方向）,3-5年,本科,20k-30k,公司重点发展项目 办公环境优秀
北京平方佳企业管理有限公司,北京平方佳企业管理有限公司,50-150人,未融资,朝阳区,高级java开发工程师,5-10年,本科,30k-40k,加班强度小
珠海今日要点网络科技有限公司,今日要点,50-150人,不需要融资,朝阳区,java开发工程师,5-10年,本科,20k-30k,工作餐，五险一金，周末双休
北京金鸿睿信息科技有限公司,金鸿睿,50-150人,未融资,海淀区,java开发工程师,3-5年,大专,13k-18k,发展空间大、快速提升自己
