中银金融商务有限公司,中银商务,2000人以上,不需要融资,海淀区,应用开发工程师（智能化应用方向）,3-5年,本科,20k-35k,六险一金 节日福利 高温补助 绩效奖金
江西爱魅文化科技有限公司,爱魅文化,500-2000人,未融资,朝阳区,java高级开发工程师,3-5年,本科,20k-35k,桔子酒店创始团队 五险一金全额
欧科互动网络科技（北京）有限公司,欧科云链集团,500-2000人,B轮,海淀区,资深Java开发工程师 (MJ000301),3-5年,本科,30k-55k,年终奖
北京平方佳企业管理有限公司,北京平方佳企业管理有限公司,50-150人,未融资,朝阳区,java开发工程师,5-10年,本科,25k-50k,加班强度小
北京平方佳企业管理有限公司,北京平方佳企业管理有限公司,50-150人,未融资,朝阳区,java开发工程师,3-5年,本科,20k-35k,加班强度小
北京德惠众合信息技术有限公司天津分公司,德惠众合,50-150人,未融资,东城区,java开发工程师（双休）,5-10年,大专,15k-22k,公司自研产品，扎根于银行业务
西安埃摩森人力资源有限公司,埃摩森人力资源,2000人以上,不需要融资,朝阳区,高级java开发工程师,3-5年,本科,20k-30k,公司已完成A轮融资，投资方为红杉资本
北京易创新科信息技术有限公司,中关村易创,50-150人,不需要融资,海淀区,高级java开发工程师,5-10年,本科,20k-35k,国企背景，五险一金，高成长空间
北京创新一号科技有限公司,创新一号,50-150人,不需要融资,海淀区,JAVA开发工程师,3-5年,本科,10k-20k,成长空间，氛围好
北京汉正天成科技有限公司,汉正天成,150-500人,不需要融资,西城区,java开发工程师,3-5年,大专,15k-20k,项目长期稳定、工作环境好，五险一金
中电金信软件有限公司,中电金信,2000人以上,不需要融资,海淀区,java开发工程师,1-3年,本科,12k-20k,六险一金 免费体检 年终奖 节假日福利
泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,java开发工程师,3-5年,本科,20k-40k,世界500强，福利优厚，文化氛围好不内卷
北京亚格斯科技发展有限公司,北京亚格斯科技发展有...,50-150人,B轮,丰台区,Java开发工程师,3-5年,本科,14k-20k,金融互联网
秒针信息技术有限公司,明略科技集团,2000人以上,D轮及以上,朝阳区,高级java开发工程师,5-10年,本科,20k-35k,弹性工作、层级扁平、带薪年假、房补车补
北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,餐饮SaaS技术部-Java后台开发,3-5年,本科,25k-50k,大牛云集、核心餐业务
中银金融商务有限公司,中银商务,2000人以上,不需要融资,海淀区,应用开发助理工程师（智能化应用方向）,1-3年,本科,15k-25k,六险一金 节日福利 高温补助 绩效奖金
北京新意互动数字技术有限公司,新意互动,500-2000人,上市公司,海淀区,高级JAVA工程师（xysj）,3-5年,本科,20k-30k,良好的工作氛围，技术大牛带你飞！
深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,昌平区,java开发工程师,3-5年,大专,13k-16k,有加班费，班车，带薪年假，年度体检
江西爱魅文化科技有限公司,爱魅文化,500-2000人,未融资,朝阳区,java开发工程师,5-10年,本科,25k-35k,全额五险一金 桔子酒店创始团队
泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,java开发工程师,不限,本科,15k-25k,世界500强企业总部、七险二金、技术大牛
泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,高级java开发工程师,5-10年,本科,20k-35k,世界500强企业总部、七险二金、技术大牛
煜象科技（杭州）有限公司,煜象科技,150-500人,B轮,海淀区,高级java开发工程师,3-5年,大专,17k-22k,薪资福利好、团队氛围好
中电金信软件有限公司,中电金信,2000人以上,不需要融资,海淀区,java工程师,1-3年,本科,10k-15k,最新技术，团队氛围良好，项目***高
北京农信互联科技集团有限公司,农信互联,500-2000人,B轮,海淀区,java高级开发工程师,3-5年,本科,12k-24k,创业公司、农业新领域、电商方向
北京美住美宿科技有限公司,美住,500-2000人,B轮,朝阳区,java开发工程师,1-3年,大专,18k-25k,大牛团队
中科软科技股份有限公司,中科软,2000人以上,上市公司,海淀区,java开发工程师,1-3年,本科,8k-15k,国企背景上市公司，7险1金，年终奖，体检、年假
北京云迹科技有限公司,云迹科技,150-500人,C轮,海淀区,高级java开发工程师,5-10年,本科,18k-35k,人工智能行业背景
北京天鹏恒宇科技发展有限公司,天鹏恒宇,150-500人,不需要融资,海淀区,java工程师,不限,本科,10k-20k,五险一金、绩效奖金
北京拉勾网络技术有限公司,拉勾集团,500-2000人,D轮及以上,海淀区,资深java开发工程师,5-10年,硕士,30k-50k,福利待遇好，双休，发展空间大，充分的发展空间
北京拉勾网络技术有限公司,拉勾集团,500-2000人,D轮及以上,海淀区,中级java开发工程师,1-3年,本科,15k-25k,双休，发展空间大，为你职业发展负责的团队
